year,taxon,genus,supercategory,importer,exporter
1990,Panthera leo,Panthera,Animal part,USA,TZA
1990,Panthera leo,Panthera,Animal part,USA,TZA
1991,Leptailurus serval,Leptailurus,Animal part,USA,TZA
1991,Panthera leo,Panthera,Animal part,USA,TZA
1991,Panthera leo,Panthera,Animal part,USA,TZA
1991,Panthera leo,Panthera,Animal part,USA,TZA
1991,Panthera leo,Panthera,Animal part,USA,TZA
1992,Caracal caracal,Caracal,Animal part,USA,TZA
1993,Panthera leo,Panthera,Animal part,USA,TZA
1993,Panthera leo,Panthera,Animal part,USA,TZA
1993,Panthera leo,Panthera,Animal part,USA,TZA
1996,Panthera leo,Panthera,Animal part,USA,TZA
1999,Panthera leo,Panthera,Animal part,USA,TZA
2000,Panthera pardus,Panthera,Animal part,USA,TZA
2003,Panthera leo,Panthera,Animal part,USA,TZA
2004,Leptailurus serval,Leptailurus,Animal part,USA,TZA
2005,Panthera pardus,Panthera,Animal part,USA,TZA
2005,Felis silvestris,Felis,Animal part,USA,TZA
2007,Panthera pardus,Panthera,Animal part,USA,TZA
2009,Panthera pardus,Panthera,Animal part,USA,TZA
2009,Felis silvestris,Felis,Animal part,USA,TZA
2009,Leptailurus serval,Leptailurus,Animal part,USA,TZA
2009,Panthera leo,Panthera,Animal part,USA,TZA
2010,Panthera pardus,Panthera,Animal part,USA,TZA
2010,Felis silvestris,Felis,Animal part,USA,TZA
2010,Leptailurus serval,Leptailurus,Animal part,USA,TZA
2010,Panthera leo,Panthera,Animal part,USA,TZA
2011,Panthera pardus,Panthera,Animal part,USA,TZA
2011,Panthera pardus,Panthera,Animal part,USA,TZA
2012,Panthera pardus,Panthera,Animal part,USA,TZA
2012,Panthera leo,Panthera,Animal part,USA,TZA
2013,Panthera pardus,Panthera,Animal part,USA,TZA
2013,Panthera leo,Panthera,Animal part,USA,TZA
2014,Panthera pardus,Panthera,Animal part,USA,TZA
2014,Leptailurus serval,Leptailurus,Animal part,USA,TZA
2015,Panthera pardus,Panthera,Animal part,USA,TZA
2015,Panthera leo,Panthera,Animal part,USA,TZA
2016,Panthera pardus,Panthera,Animal part,USA,TZA
2016,Panthera pardus,Panthera,Animal part,USA,TZA
2017,Panthera pardus,Panthera,Animal part,USA,TZA
2017,Panthera leo,Panthera,Animal part,USA,TZA
1985,Acinonyx jubatus,Acinonyx,Unknown,USA,TZA
1985,Panthera leo,Panthera,Unknown,USA,TZA
1990,Panthera leo,Panthera,Unknown,USA,TZA
2003,Acinonyx jubatus,Acinonyx,Unknown,USA,TZA
2003,Leptailurus serval,Leptailurus,Unknown,USA,TZA
2003,Panthera leo,Panthera,Unknown,USA,TZA
2004,Acinonyx jubatus,Acinonyx,Unknown,USA,TZA
2004,Leptailurus serval,Leptailurus,Unknown,USA,TZA
2004,Panthera leo,Panthera,Unknown,USA,TZA
2011,Panthera leo,Panthera,Unknown,USA,TZA
2014,Panthera leo,Panthera,Unknown,USA,TZA
1986,Panthera leo,Panthera,Animal part,USA,TZA
1985,Panthera pardus,Panthera,Animal part,USA,TZA
1985,Panthera leo,Panthera,Animal part,USA,TZA
1994,Panthera pardus,Panthera,Animal part,USA,TZA
1996,Panthera leo,Panthera,Animal part,USA,TZA
1980,Panthera pardus,Panthera,Trophy,USA,TZA
1980,Panthera leo,Panthera,Trophy,USA,TZA
1981,Panthera leo,Panthera,Trophy,USA,TZA
1981,Panthera leo,Panthera,Trophy,USA,TZA
1982,Panthera pardus,Panthera,Trophy,USA,TZA
1982,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1982,Panthera leo,Panthera,Trophy,USA,TZA
1983,Panthera pardus,Panthera,Trophy,USA,TZA
1983,Panthera pardus,Panthera,Trophy,USA,TZA
1983,Panthera pardus,Panthera,Trophy,USA,TZA
1983,Caracal caracal,Caracal,Trophy,USA,TZA
1983,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1983,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1983,Panthera leo,Panthera,Trophy,USA,TZA
1983,Panthera leo,Panthera,Trophy,USA,TZA
1983,Panthera leo,Panthera,Trophy,USA,TZA
1984,Panthera pardus,Panthera,Trophy,USA,TZA
1984,Panthera pardus,Panthera,Trophy,USA,TZA
1984,Panthera pardus,Panthera,Trophy,USA,TZA
1984,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1984,Panthera leo,Panthera,Trophy,USA,TZA
1984,Panthera leo,Panthera,Trophy,USA,TZA
1984,Panthera leo,Panthera,Trophy,USA,TZA
1985,Acinonyx jubatus,Acinonyx,Trophy,USA,TZA
1985,Panthera pardus,Panthera,Trophy,USA,TZA
1985,Panthera pardus,Panthera,Trophy,USA,TZA
1985,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1985,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1985,Panthera leo,Panthera,Trophy,USA,TZA
1985,Panthera leo,Panthera,Trophy,USA,TZA
1985,Panthera leo,Panthera,Trophy,USA,TZA
1986,Panthera pardus,Panthera,Trophy,USA,TZA
1986,Panthera pardus,Panthera,Trophy,USA,TZA
1986,Panthera pardus,Panthera,Trophy,USA,TZA
1986,Caracal caracal,Caracal,Trophy,USA,TZA
1986,Felis silvestris,Felis,Trophy,USA,TZA
1986,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1986,Panthera leo,Panthera,Trophy,USA,TZA
1987,Panthera pardus,Panthera,Trophy,USA,TZA
1987,Panthera pardus,Panthera,Trophy,USA,TZA
1987,Panthera pardus,Panthera,Trophy,USA,TZA
1987,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1987,Panthera leo,Panthera,Trophy,USA,TZA
1987,Panthera leo,Panthera,Trophy,USA,TZA
1988,Panthera pardus,Panthera,Trophy,USA,TZA
1988,Panthera pardus,Panthera,Trophy,USA,TZA
1988,Panthera pardus,Panthera,Trophy,USA,TZA
1988,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1988,Panthera leo,Panthera,Trophy,USA,TZA
1988,Panthera leo,Panthera,Trophy,USA,TZA
1988,Panthera leo,Panthera,Trophy,USA,TZA
1989,Panthera pardus,Panthera,Trophy,USA,TZA
1989,Panthera pardus,Panthera,Trophy,USA,TZA
1989,Felis silvestris,Felis,Trophy,USA,TZA
1989,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1989,Panthera leo,Panthera,Trophy,USA,TZA
1989,Panthera leo,Panthera,Trophy,USA,TZA
1990,Panthera pardus,Panthera,Trophy,USA,TZA
1990,Panthera pardus,Panthera,Trophy,USA,TZA
1990,Panthera pardus,Panthera,Trophy,USA,TZA
1990,Panthera pardus,Panthera,Trophy,USA,TZA
1990,Panthera pardus,Panthera,Trophy,USA,TZA
1990,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1990,Panthera leo,Panthera,Trophy,USA,TZA
1990,Panthera leo,Panthera,Trophy,USA,TZA
1990,Panthera leo,Panthera,Trophy,USA,TZA
1990,Panthera leo,Panthera,Trophy,USA,TZA
1991,Panthera pardus,Panthera,Trophy,USA,TZA
1991,Panthera pardus,Panthera,Trophy,USA,TZA
1991,Panthera pardus,Panthera,Trophy,USA,TZA
1991,Felidae spp.,,Trophy,USA,TZA
1991,Felis silvestris,Felis,Trophy,USA,TZA
1991,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1991,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1991,Panthera leo,Panthera,Trophy,USA,TZA
1991,Panthera leo,Panthera,Trophy,USA,TZA
1991,Panthera leo,Panthera,Trophy,USA,TZA
1992,Panthera pardus,Panthera,Trophy,USA,TZA
1992,Panthera pardus,Panthera,Trophy,USA,TZA
1992,Panthera pardus,Panthera,Trophy,USA,TZA
1992,Panthera pardus,Panthera,Trophy,USA,TZA
1992,Felis spp.,Felis,Trophy,USA,TZA
1992,Felis silvestris,Felis,Trophy,USA,TZA
1992,Felis silvestris,Felis,Trophy,USA,TZA
1992,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1992,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1992,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1992,Panthera leo,Panthera,Trophy,USA,TZA
1992,Panthera leo,Panthera,Trophy,USA,TZA
1992,Panthera leo,Panthera,Trophy,USA,TZA
1993,Panthera pardus,Panthera,Trophy,USA,TZA
1993,Panthera pardus,Panthera,Trophy,USA,TZA
1993,Panthera pardus,Panthera,Trophy,USA,TZA
1993,Panthera pardus,Panthera,Trophy,USA,TZA
1993,Caracal caracal,Caracal,Trophy,USA,TZA
1993,Felis silvestris,Felis,Trophy,USA,TZA
1993,Felis silvestris,Felis,Trophy,USA,TZA
1993,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1993,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1993,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1993,Panthera leo,Panthera,Trophy,USA,TZA
1993,Panthera leo,Panthera,Trophy,USA,TZA
1993,Panthera leo,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Panthera pardus,Panthera,Trophy,USA,TZA
1994,Felidae spp.,,Trophy,USA,TZA
1994,Felidae spp.,,Trophy,USA,TZA
1994,Felis spp.,Felis,Trophy,USA,TZA
1994,Felis silvestris,Felis,Trophy,USA,TZA
1994,Felis silvestris,Felis,Trophy,USA,TZA
1994,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1994,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1994,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1994,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1994,Panthera leo,Panthera,Trophy,USA,TZA
1994,Panthera leo,Panthera,Trophy,USA,TZA
1994,Panthera leo,Panthera,Trophy,USA,TZA
1994,Panthera leo,Panthera,Trophy,USA,TZA
1994,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Panthera pardus,Panthera,Trophy,USA,TZA
1995,Felis spp.,Felis,Trophy,USA,TZA
1995,Felis silvestris,Felis,Trophy,USA,TZA
1995,Felis silvestris,Felis,Trophy,USA,TZA
1995,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1995,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1995,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1995,Panthera leo,Panthera,Trophy,USA,TZA
1996,Panthera pardus,Panthera,Trophy,USA,TZA
1996,Panthera pardus,Panthera,Trophy,USA,TZA
1996,Panthera pardus,Panthera,Trophy,USA,TZA
1996,Panthera pardus,Panthera,Trophy,USA,TZA
1996,Panthera pardus,Panthera,Trophy,USA,TZA
1996,Caracal caracal,Caracal,Trophy,USA,TZA
1996,Felis spp.,Felis,Trophy,USA,TZA
1996,Felis silvestris,Felis,Trophy,USA,TZA
1996,Felis silvestris,Felis,Trophy,USA,TZA
1996,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1996,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1996,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1996,Panthera leo,Panthera,Trophy,USA,TZA
1996,Panthera leo,Panthera,Trophy,USA,TZA
1996,Panthera leo,Panthera,Trophy,USA,TZA
1996,Panthera leo,Panthera,Trophy,USA,TZA
1997,Panthera pardus,Panthera,Trophy,USA,TZA
1997,Panthera pardus,Panthera,Trophy,USA,TZA
1997,Panthera pardus,Panthera,Trophy,USA,TZA
1997,Felis spp.,Felis,Trophy,USA,TZA
1997,Felis silvestris,Felis,Trophy,USA,TZA
1997,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1997,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1997,Panthera leo,Panthera,Trophy,USA,TZA
1997,Panthera leo,Panthera,Trophy,USA,TZA
1997,Panthera leo,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Panthera pardus,Panthera,Trophy,USA,TZA
1998,Felidae spp.,,Trophy,USA,TZA
1998,Felis spp.,Felis,Trophy,USA,TZA
1998,Felis silvestris,Felis,Trophy,USA,TZA
1998,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1998,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1998,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1998,Panthera leo,Panthera,Trophy,USA,TZA
1998,Panthera leo,Panthera,Trophy,USA,TZA
1998,Panthera leo,Panthera,Trophy,USA,TZA
1998,Panthera leo,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Panthera pardus,Panthera,Trophy,USA,TZA
1999,Caracal caracal,Caracal,Trophy,USA,TZA
1999,Felis spp.,Felis,Trophy,USA,TZA
1999,Felis spp.,Felis,Trophy,USA,TZA
1999,Felis spp.,Felis,Trophy,USA,TZA
1999,Felis silvestris,Felis,Trophy,USA,TZA
1999,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1999,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1999,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1999,Leptailurus serval,Leptailurus,Trophy,USA,TZA
1999,Panthera leo,Panthera,Trophy,USA,TZA
1999,Panthera leo,Panthera,Trophy,USA,TZA
1999,Panthera leo,Panthera,Trophy,USA,TZA
1999,Panthera leo,Panthera,Trophy,USA,TZA
1999,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera pardus,Panthera,Trophy,USA,TZA
2000,Panthera pardus,Panthera,Trophy,USA,TZA
2000,Panthera pardus,Panthera,Trophy,USA,TZA
2000,Panthera pardus,Panthera,Trophy,USA,TZA
2000,Panthera pardus,Panthera,Trophy,USA,TZA
2000,Felis spp.,Felis,Trophy,USA,TZA
2000,Felis silvestris,Felis,Trophy,USA,TZA
2000,Felis silvestris,Felis,Trophy,USA,TZA
2000,Felis silvestris,Felis,Trophy,USA,TZA
2000,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2000,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2000,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2000,Panthera leo,Panthera,Trophy,USA,TZA
2001,Panthera pardus,Panthera,Trophy,USA,TZA
2001,Panthera pardus,Panthera,Trophy,USA,TZA
2001,Panthera pardus,Panthera,Trophy,USA,TZA
2001,Caracal caracal,Caracal,Trophy,USA,TZA
2001,Caracal caracal,Caracal,Trophy,USA,TZA
2001,Felis spp.,Felis,Trophy,USA,TZA
2001,Felis silvestris,Felis,Trophy,USA,TZA
2001,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2001,Panthera leo,Panthera,Trophy,USA,TZA
2001,Panthera leo,Panthera,Trophy,USA,TZA
2002,Panthera pardus,Panthera,Trophy,USA,TZA
2002,Panthera pardus,Panthera,Trophy,USA,TZA
2002,Panthera pardus,Panthera,Trophy,USA,TZA
2002,Panthera pardus,Panthera,Trophy,USA,TZA
2002,Caracal caracal,Caracal,Trophy,USA,TZA
2002,Felis silvestris,Felis,Trophy,USA,TZA
2002,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2002,Panthera leo,Panthera,Trophy,USA,TZA
2002,Panthera leo,Panthera,Trophy,USA,TZA
2002,Panthera leo,Panthera,Trophy,USA,TZA
2003,Panthera pardus,Panthera,Trophy,USA,TZA
2003,Panthera pardus,Panthera,Trophy,USA,TZA
2003,Felis silvestris,Felis,Trophy,USA,TZA
2003,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2003,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2003,Panthera leo,Panthera,Trophy,USA,TZA
2003,Panthera leo,Panthera,Trophy,USA,TZA
2004,Panthera pardus,Panthera,Trophy,USA,TZA
2004,Panthera pardus,Panthera,Trophy,USA,TZA
2004,Caracal caracal,Caracal,Trophy,USA,TZA
2004,Felis silvestris,Felis,Trophy,USA,TZA
2004,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2004,Panthera leo,Panthera,Trophy,USA,TZA
2005,Panthera pardus,Panthera,Trophy,USA,TZA
2005,Panthera pardus,Panthera,Trophy,USA,TZA
2005,Panthera pardus,Panthera,Trophy,USA,TZA
2005,Panthera pardus,Panthera,Trophy,USA,TZA
2005,Caracal caracal,Caracal,Trophy,USA,TZA
2005,Felis silvestris,Felis,Trophy,USA,TZA
2005,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2005,Panthera leo,Panthera,Trophy,USA,TZA
2005,Panthera leo,Panthera,Trophy,USA,TZA
2006,Panthera pardus,Panthera,Trophy,USA,TZA
2006,Panthera pardus,Panthera,Trophy,USA,TZA
2006,Panthera pardus,Panthera,Trophy,USA,TZA
2006,Caracal caracal,Caracal,Trophy,USA,TZA
2006,Felis silvestris,Felis,Trophy,USA,TZA
2006,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2006,Panthera leo,Panthera,Trophy,USA,TZA
2006,Panthera leo,Panthera,Trophy,USA,TZA
2006,Panthera leo,Panthera,Trophy,USA,TZA
2007,Panthera pardus,Panthera,Trophy,USA,TZA
2007,Panthera pardus,Panthera,Trophy,USA,TZA
2007,Panthera pardus,Panthera,Trophy,USA,TZA
2007,Caracal caracal,Caracal,Trophy,USA,TZA
2007,Felis spp.,Felis,Trophy,USA,TZA
2007,Felis silvestris,Felis,Trophy,USA,TZA
2007,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2007,Panthera leo,Panthera,Trophy,USA,TZA
2007,Panthera leo,Panthera,Trophy,USA,TZA
2008,Panthera pardus,Panthera,Trophy,USA,TZA
2008,Panthera pardus,Panthera,Trophy,USA,TZA
2008,Felis silvestris,Felis,Trophy,USA,TZA
2008,Felis silvestris,Felis,Trophy,USA,TZA
2008,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2008,Panthera leo,Panthera,Trophy,USA,TZA
2008,Panthera leo,Panthera,Trophy,USA,TZA
2009,Panthera pardus,Panthera,Trophy,USA,TZA
2009,Panthera pardus,Panthera,Trophy,USA,TZA
2009,Felis silvestris,Felis,Trophy,USA,TZA
2009,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2009,Panthera leo,Panthera,Trophy,USA,TZA
2010,Panthera pardus,Panthera,Trophy,USA,TZA
2010,Panthera pardus,Panthera,Trophy,USA,TZA
2010,Panthera pardus,Panthera,Trophy,USA,TZA
2010,Felis silvestris,Felis,Trophy,USA,TZA
2010,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2010,Panthera leo,Panthera,Trophy,USA,TZA
2010,Panthera leo,Panthera,Trophy,USA,TZA
2011,Panthera pardus,Panthera,Trophy,USA,TZA
2011,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2011,Panthera leo,Panthera,Trophy,USA,TZA
2011,Panthera leo,Panthera,Trophy,USA,TZA
2012,Panthera pardus,Panthera,Trophy,USA,TZA
2012,Panthera pardus,Panthera,Trophy,USA,TZA
2012,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2012,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2012,Panthera leo,Panthera,Trophy,USA,TZA
2013,Panthera pardus,Panthera,Trophy,USA,TZA
2013,Panthera pardus,Panthera,Trophy,USA,TZA
2013,Felis silvestris,Felis,Trophy,USA,TZA
2013,Panthera leo,Panthera,Trophy,USA,TZA
2014,Panthera pardus,Panthera,Trophy,USA,TZA
2014,Panthera pardus,Panthera,Trophy,USA,TZA
2014,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2014,Panthera leo,Panthera,Trophy,USA,TZA
2014,Panthera leo,Panthera,Trophy,USA,TZA
2015,Panthera pardus,Panthera,Trophy,USA,TZA
2015,Panthera pardus,Panthera,Trophy,USA,TZA
2015,Felis silvestris,Felis,Trophy,USA,TZA
2015,Felis silvestris lybica,Felis,Trophy,USA,TZA
2015,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2015,Panthera leo,Panthera,Trophy,USA,TZA
2016,Panthera pardus,Panthera,Trophy,USA,TZA
2016,Panthera pardus,Panthera,Trophy,USA,TZA
2016,Felis silvestris,Felis,Trophy,USA,TZA
2016,Leptailurus serval,Leptailurus,Trophy,USA,TZA
2016,Panthera leo,Panthera,Trophy,USA,TZA
2017,Panthera pardus,Panthera,Trophy,USA,TZA
2017,Panthera pardus,Panthera,Trophy,USA,TZA
2017,Panthera leo,Panthera,Trophy,USA,TZA
1987,Panthera pardus,Panthera,Animal part,URY,TZA
1983,Panthera leo,Panthera,Animal part,VEN,TZA
1983,Panthera leo,Panthera,Animal part,VEN,TZA
2009,Panthera leo,Panthera,Animal part,VGB,TZA
2009,Panthera leo,Panthera,Animal part,VGB,TZA
1991,Panthera leo,Panthera,Trophy,,TZA
1992,Panthera leo,Panthera,Trophy,,TZA
1993,Panthera leo,Panthera,Trophy,,TZA
1982,Panthera leo,Panthera,Animal part,,TZA
1983,Panthera pardus,Panthera,Animal part,,TZA
1984,Panthera pardus,Panthera,Animal part,,TZA
1982,Panthera leo,Panthera,Animal part,,TZA
1983,Panthera leo,Panthera,Animal part,,TZA
1984,Panthera leo,Panthera,Animal part,,TZA
2010,Panthera pardus,Panthera,Animal part,ZAF,TZA
2012,Panthera leo,Panthera,Animal part,ZAF,TZA
1996,Panthera leo,Panthera,Animal part,ZAF,TZA
2009,Acinonyx jubatus,Acinonyx,Live,ZAF,TZA
2000,Panthera pardus,Panthera,Animal part,ZAF,TZA
1994,Panthera pardus,Panthera,Animal part,ZAF,TZA
1994,Panthera pardus,Panthera,Animal part,ZAF,TZA
1994,Panthera leo,Panthera,Animal part,ZAF,TZA
1998,Panthera pardus,Panthera,Animal part,ZAF,TZA
1998,Panthera leo,Panthera,Animal part,ZAF,TZA
1999,Panthera pardus,Panthera,Animal part,ZAF,TZA
1999,Felis silvestris,Felis,Animal part,ZAF,TZA
1999,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
1999,Panthera leo,Panthera,Animal part,ZAF,TZA
2000,Panthera pardus,Panthera,Animal part,ZAF,TZA
2000,Panthera leo,Panthera,Animal part,ZAF,TZA
2001,Panthera pardus,Panthera,Animal part,ZAF,TZA
2001,Panthera leo,Panthera,Animal part,ZAF,TZA
2006,Panthera pardus,Panthera,Animal part,ZAF,TZA
2006,Panthera leo,Panthera,Animal part,ZAF,TZA
2009,Panthera pardus,Panthera,Animal part,ZAF,TZA
2009,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2009,Panthera leo,Panthera,Animal part,ZAF,TZA
2010,Panthera pardus,Panthera,Animal part,ZAF,TZA
2010,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2010,Panthera leo,Panthera,Animal part,ZAF,TZA
2011,Panthera pardus,Panthera,Animal part,ZAF,TZA
2011,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2011,Panthera leo,Panthera,Animal part,ZAF,TZA
2012,Panthera pardus,Panthera,Animal part,ZAF,TZA
2012,Panthera leo,Panthera,Animal part,ZAF,TZA
2013,Panthera pardus,Panthera,Animal part,ZAF,TZA
2016,Panthera pardus,Panthera,Animal part,ZAF,TZA
2017,Panthera pardus,Panthera,Animal part,ZAF,TZA
2017,Felis silvestris,Felis,Animal part,ZAF,TZA
1994,Panthera pardus,Panthera,Animal part,ZAF,TZA
1994,Panthera leo,Panthera,Animal part,ZAF,TZA
1998,Panthera pardus,Panthera,Animal part,ZAF,TZA
1998,Panthera leo,Panthera,Animal part,ZAF,TZA
1999,Panthera pardus,Panthera,Animal part,ZAF,TZA
1999,Felis silvestris,Felis,Animal part,ZAF,TZA
1999,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
1999,Panthera leo,Panthera,Animal part,ZAF,TZA
2000,Panthera pardus,Panthera,Animal part,ZAF,TZA
2000,Panthera leo,Panthera,Animal part,ZAF,TZA
2001,Panthera pardus,Panthera,Animal part,ZAF,TZA
2001,Panthera leo,Panthera,Animal part,ZAF,TZA
2006,Panthera pardus,Panthera,Animal part,ZAF,TZA
2006,Panthera leo,Panthera,Animal part,ZAF,TZA
2009,Panthera pardus,Panthera,Animal part,ZAF,TZA
2009,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2009,Panthera leo,Panthera,Animal part,ZAF,TZA
2010,Panthera pardus,Panthera,Animal part,ZAF,TZA
2010,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2010,Panthera leo,Panthera,Animal part,ZAF,TZA
2011,Panthera pardus,Panthera,Animal part,ZAF,TZA
2011,Leptailurus serval,Leptailurus,Animal part,ZAF,TZA
2011,Panthera leo,Panthera,Animal part,ZAF,TZA
2012,Panthera pardus,Panthera,Animal part,ZAF,TZA
2012,Panthera leo,Panthera,Animal part,ZAF,TZA
2013,Panthera pardus,Panthera,Animal part,ZAF,TZA
2013,Panthera pardus,Panthera,Animal part,ZAF,TZA
2014,Panthera pardus,Panthera,Animal part,ZAF,TZA
2014,Panthera leo,Panthera,Animal part,ZAF,TZA
2016,Panthera pardus,Panthera,Animal part,ZAF,TZA
2016,Panthera leo,Panthera,Animal part,ZAF,TZA
2017,Panthera pardus,Panthera,Animal part,ZAF,TZA
2017,Felis silvestris,Felis,Animal part,ZAF,TZA
1992,Panthera leo,Panthera,Trophy,ZAF,TZA
1993,Panthera pardus,Panthera,Trophy,ZAF,TZA
1993,Panthera leo,Panthera,Trophy,ZAF,TZA
1993,Panthera leo,Panthera,Trophy,ZAF,TZA
1994,Panthera pardus,Panthera,Trophy,ZAF,TZA
1994,Panthera pardus,Panthera,Trophy,ZAF,TZA
1994,Panthera leo,Panthera,Trophy,ZAF,TZA
1994,Panthera leo,Panthera,Trophy,ZAF,TZA
1995,Panthera pardus,Panthera,Trophy,ZAF,TZA
1995,Panthera pardus,Panthera,Trophy,ZAF,TZA
1995,Panthera leo,Panthera,Trophy,ZAF,TZA
1995,Panthera leo,Panthera,Trophy,ZAF,TZA
1996,Panthera pardus,Panthera,Trophy,ZAF,TZA
1996,Panthera leo,Panthera,Trophy,ZAF,TZA
1997,Panthera pardus,Panthera,Trophy,ZAF,TZA
1997,Leptailurus serval,Leptailurus,Trophy,ZAF,TZA
1997,Panthera leo,Panthera,Trophy,ZAF,TZA
1998,Panthera pardus,Panthera,Trophy,ZAF,TZA
1998,Panthera leo,Panthera,Trophy,ZAF,TZA
1999,Panthera pardus,Panthera,Trophy,ZAF,TZA
