year,taxon,genus,supercategory,importer,exporter
2001,Puma concolor,Puma,Animal part,GBR,CAN
2002,Lynx canadensis,Lynx,Animal part,GBR,CAN
2002,Lynx rufus,Lynx,Animal part,GBR,CAN
2002,Puma concolor,Puma,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Puma concolor,Puma,Animal part,GBR,CAN
2007,Puma concolor,Puma,Animal part,GBR,CAN
2008,Puma concolor,Puma,Animal part,GBR,CAN
2009,Puma concolor,Puma,Animal part,GBR,CAN
2010,Puma concolor,Puma,Animal part,GBR,CAN
2011,Puma concolor,Puma,Animal part,GBR,CAN
2018,Lynx canadensis,Lynx,Animal part,GBR,CAN
2006,Panthera tigris,Panthera,Animal part,GBR,CAN
1988,Puma concolor,Puma,Trophy,GBR,CAN
1994,Puma concolor,Puma,Trophy,GBR,CAN
1997,Puma concolor,Puma,Trophy,GBR,CAN
1999,Puma concolor,Puma,Trophy,GBR,CAN
2006,Lynx canadensis,Lynx,Animal part,GRL,CAN
2016,Lynx rufus,Lynx,Animal part,GRL,CAN
2008,Lynx canadensis,Lynx,Animal part,GRC,CAN
2008,Puma concolor,Puma,Animal part,GRC,CAN
2013,Puma concolor,Puma,Animal part,GRC,CAN
2013,Puma concolor,Puma,Animal part,GRC,CAN
1982,Lynx canadensis,Lynx,Animal part,GRC,CAN
1983,Lynx canadensis,Lynx,Product,GRC,CAN
1983,Lynx rufus,Lynx,Product,GRC,CAN
1987,Lynx canadensis,Lynx,Product,GRC,CAN
1987,Lynx rufus,Lynx,Product,GRC,CAN
1995,Lynx rufus,Lynx,Product,GRC,CAN
1998,Lynx canadensis,Lynx,Product,GRC,CAN
2003,Lynx canadensis,Lynx,Product,GRC,CAN
2006,Lynx canadensis,Lynx,Product,GRC,CAN
2007,Lynx canadensis,Lynx,Product,GRC,CAN
2008,Lynx rufus,Lynx,Product,GRC,CAN
2008,Lynx rufus,Lynx,Product,GRC,CAN
2009,Lynx canadensis,Lynx,Product,GRC,CAN
2009,Lynx rufus,Lynx,Product,GRC,CAN
2010,Lynx canadensis,Lynx,Product,GRC,CAN
2010,Lynx rufus,Lynx,Product,GRC,CAN
2011,Lynx rufus,Lynx,Product,GRC,CAN
2011,Lynx rufus,Lynx,Product,GRC,CAN
2016,Lynx canadensis,Lynx,Product,GRC,CAN
2016,Lynx canadensis,Lynx,Product,GRC,CAN
2016,Lynx canadensis,Lynx,Product,GRC,CAN
2016,Lynx rufus,Lynx,Product,GRC,CAN
2016,Lynx rufus,Lynx,Product,GRC,CAN
2016,Lynx rufus,Lynx,Product,GRC,CAN
2016,Lynx rufus,Lynx,Product,GRC,CAN
2001,Lynx canadensis,Lynx,Product,GRC,CAN
2002,Caracal caracal,Caracal,Live,GRC,CAN
2002,Caracal caracal,Caracal,Live,GRC,CAN
1999,Lynx canadensis,Lynx,Product,GRC,CAN
2012,Lynx rufus,Lynx,Animal part,GRC,CAN
1977,Lynx canadensis,Lynx,Animal part,GRC,CAN
1978,Lynx rufus,Lynx,Animal part,GRC,CAN
1985,Lynx canadensis,Lynx,Animal part,GRC,CAN
1989,Lynx canadensis,Lynx,Animal part,GRC,CAN
1992,Lynx canadensis,Lynx,Animal part,GRC,CAN
1992,Lynx rufus,Lynx,Animal part,GRC,CAN
1992,Lynx rufus,Lynx,Animal part,GRC,CAN
1994,Lynx rufus,Lynx,Animal part,GRC,CAN
2000,Lynx canadensis,Lynx,Animal part,GRC,CAN
2010,Lynx rufus,Lynx,Animal part,GRC,CAN
2011,Lynx rufus,Lynx,Animal part,GRC,CAN
2013,Lynx rufus,Lynx,Animal part,GRC,CAN
2015,Lynx rufus,Lynx,Animal part,GRC,CAN
2017,Lynx rufus,Lynx,Animal part,GRC,CAN
1982,Lynx canadensis,Lynx,Animal part,GRC,CAN
1984,Lynx canadensis,Lynx,Animal part,GRC,CAN
1984,Lynx canadensis,Lynx,Animal part,GRC,CAN
1984,Lynx canadensis,Lynx,Animal part,GRC,CAN
1984,Lynx rufus,Lynx,Animal part,GRC,CAN
1985,Lynx canadensis,Lynx,Animal part,GRC,CAN
1985,Lynx canadensis,Lynx,Animal part,GRC,CAN
1985,Lynx rufus,Lynx,Animal part,GRC,CAN
1985,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx canadensis,Lynx,Animal part,GRC,CAN
1986,Lynx canadensis,Lynx,Animal part,GRC,CAN
1986,Lynx lynx,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1987,Lynx canadensis,Lynx,Animal part,GRC,CAN
1987,Lynx rufus,Lynx,Animal part,GRC,CAN
1987,Lynx rufus,Lynx,Animal part,GRC,CAN
1988,Felis spp.,Felis,Animal part,GRC,CAN
1988,Leopardus pardalis,Leopardus,Animal part,GRC,CAN
1988,Lynx canadensis,Lynx,Animal part,GRC,CAN
1988,Lynx rufus,Lynx,Animal part,GRC,CAN
1989,Lynx canadensis,Lynx,Animal part,GRC,CAN
1989,Lynx lynx,Lynx,Animal part,GRC,CAN
1989,Lynx lynx,Lynx,Animal part,GRC,CAN
1989,Lynx rufus,Lynx,Animal part,GRC,CAN
1989,Lynx rufus,Lynx,Animal part,GRC,CAN
1980,Leopardus geoffroyi,Leopardus,Animal part,GRC,CAN
1980,Leopardus pardalis,Leopardus,Animal part,GRC,CAN
1980,Lynx rufus,Lynx,Animal part,GRC,CAN
1982,Lynx canadensis,Lynx,Animal part,GRC,CAN
1983,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx canadensis,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1986,Lynx rufus,Lynx,Animal part,GRC,CAN
1988,Lynx rufus,Lynx,Animal part,GRC,CAN
1988,Lynx rufus,Lynx,Animal part,GRC,CAN
1989,Lynx canadensis,Lynx,Animal part,GRC,CAN
1989,Lynx canadensis,Lynx,Animal part,GRC,CAN
1989,Lynx rufus,Lynx,Animal part,GRC,CAN
1989,Lynx rufus,Lynx,Animal part,GRC,CAN
1990,Lynx canadensis,Lynx,Animal part,GRC,CAN
1990,Lynx canadensis,Lynx,Animal part,GRC,CAN
1991,Lynx canadensis,Lynx,Animal part,GRC,CAN
1991,Lynx canadensis,Lynx,Animal part,GRC,CAN
1991,Lynx canadensis,Lynx,Animal part,GRC,CAN
1995,Lynx canadensis,Lynx,Animal part,GRC,CAN
1995,Lynx rufus,Lynx,Animal part,GRC,CAN
1995,Lynx rufus,Lynx,Animal part,GRC,CAN
1996,Lynx canadensis,Lynx,Animal part,GRC,CAN
1996,Lynx rufus,Lynx,Animal part,GRC,CAN
1996,Lynx rufus,Lynx,Animal part,GRC,CAN
1997,Lynx canadensis,Lynx,Animal part,GRC,CAN
1997,Lynx rufus,Lynx,Animal part,GRC,CAN
1997,Lynx rufus,Lynx,Animal part,GRC,CAN
1998,Lynx canadensis,Lynx,Animal part,GRC,CAN
1998,Lynx rufus,Lynx,Animal part,GRC,CAN
1998,Lynx rufus,Lynx,Animal part,GRC,CAN
1999,Felidae spp.,,Animal part,GRC,CAN
1999,Lynx canadensis,Lynx,Animal part,GRC,CAN
1999,Lynx rufus,Lynx,Animal part,GRC,CAN
2000,Lynx canadensis,Lynx,Animal part,GRC,CAN
2000,Lynx rufus,Lynx,Animal part,GRC,CAN
2000,Lynx rufus,Lynx,Animal part,GRC,CAN
2001,Lynx rufus,Lynx,Animal part,GRC,CAN
2001,Lynx rufus,Lynx,Animal part,GRC,CAN
2002,Lynx spp.,Lynx,Animal part,GRC,CAN
2002,Lynx canadensis,Lynx,Animal part,GRC,CAN
2002,Lynx canadensis,Lynx,Animal part,GRC,CAN
2002,Lynx rufus,Lynx,Animal part,GRC,CAN
2002,Lynx rufus,Lynx,Animal part,GRC,CAN
2003,Lynx canadensis,Lynx,Animal part,GRC,CAN
2003,Lynx canadensis,Lynx,Animal part,GRC,CAN
2003,Lynx rufus,Lynx,Animal part,GRC,CAN
2003,Lynx rufus,Lynx,Animal part,GRC,CAN
2004,Lynx canadensis,Lynx,Animal part,GRC,CAN
2004,Lynx canadensis,Lynx,Animal part,GRC,CAN
2004,Lynx canadensis,Lynx,Animal part,GRC,CAN
2004,Lynx rufus,Lynx,Animal part,GRC,CAN
2004,Lynx rufus,Lynx,Animal part,GRC,CAN
2005,Lynx spp.,Lynx,Animal part,GRC,CAN
2005,Lynx canadensis,Lynx,Animal part,GRC,CAN
2005,Lynx rufus,Lynx,Animal part,GRC,CAN
2005,Lynx rufus,Lynx,Animal part,GRC,CAN
2006,Lynx canadensis,Lynx,Animal part,GRC,CAN
2006,Lynx canadensis,Lynx,Animal part,GRC,CAN
2006,Lynx rufus,Lynx,Animal part,GRC,CAN
2006,Lynx rufus,Lynx,Animal part,GRC,CAN
2007,Lynx canadensis,Lynx,Animal part,GRC,CAN
2007,Lynx canadensis,Lynx,Animal part,GRC,CAN
2007,Lynx rufus,Lynx,Animal part,GRC,CAN
2007,Lynx rufus,Lynx,Animal part,GRC,CAN
2008,Lynx canadensis,Lynx,Animal part,GRC,CAN
2008,Lynx canadensis,Lynx,Animal part,GRC,CAN
2008,Lynx rufus,Lynx,Animal part,GRC,CAN
2008,Lynx rufus,Lynx,Animal part,GRC,CAN
2009,Lynx canadensis,Lynx,Animal part,GRC,CAN
2009,Lynx canadensis,Lynx,Animal part,GRC,CAN
2009,Lynx rufus,Lynx,Animal part,GRC,CAN
2009,Lynx rufus,Lynx,Animal part,GRC,CAN
2010,Lynx canadensis,Lynx,Animal part,GRC,CAN
2010,Lynx canadensis,Lynx,Animal part,GRC,CAN
2010,Lynx rufus,Lynx,Animal part,GRC,CAN
2010,Lynx rufus,Lynx,Animal part,GRC,CAN
2011,Lynx spp.,Lynx,Animal part,GRC,CAN
2011,Lynx canadensis,Lynx,Animal part,GRC,CAN
2011,Lynx canadensis,Lynx,Animal part,GRC,CAN
2011,Lynx rufus,Lynx,Animal part,GRC,CAN
2011,Lynx rufus,Lynx,Animal part,GRC,CAN
2012,Lynx canadensis,Lynx,Animal part,GRC,CAN
2012,Lynx canadensis,Lynx,Animal part,GRC,CAN
2012,Lynx rufus,Lynx,Animal part,GRC,CAN
2012,Lynx rufus,Lynx,Animal part,GRC,CAN
2013,Lynx canadensis,Lynx,Animal part,GRC,CAN
2013,Lynx canadensis,Lynx,Animal part,GRC,CAN
2013,Lynx rufus,Lynx,Animal part,GRC,CAN
2013,Lynx rufus,Lynx,Animal part,GRC,CAN
2014,Lynx canadensis,Lynx,Animal part,GRC,CAN
2014,Lynx canadensis,Lynx,Animal part,GRC,CAN
2014,Lynx canadensis,Lynx,Animal part,GRC,CAN
2014,Lynx rufus,Lynx,Animal part,GRC,CAN
2014,Lynx rufus,Lynx,Animal part,GRC,CAN
2015,Lynx canadensis,Lynx,Animal part,GRC,CAN
2015,Lynx canadensis,Lynx,Animal part,GRC,CAN
2015,Lynx canadensis,Lynx,Animal part,GRC,CAN
2015,Lynx rufus,Lynx,Animal part,GRC,CAN
2015,Lynx rufus,Lynx,Animal part,GRC,CAN
2016,Lynx canadensis,Lynx,Animal part,GRC,CAN
2016,Lynx canadensis,Lynx,Animal part,GRC,CAN
2016,Lynx canadensis,Lynx,Animal part,GRC,CAN
2016,Lynx rufus,Lynx,Animal part,GRC,CAN
2016,Lynx rufus,Lynx,Animal part,GRC,CAN
2017,Lynx canadensis,Lynx,Animal part,GRC,CAN
2017,Lynx canadensis,Lynx,Animal part,GRC,CAN
2017,Lynx rufus,Lynx,Animal part,GRC,CAN
2017,Lynx rufus,Lynx,Animal part,GRC,CAN
2018,Lynx canadensis,Lynx,Animal part,GRC,CAN
2018,Lynx canadensis,Lynx,Animal part,GRC,CAN
2018,Lynx rufus,Lynx,Animal part,GRC,CAN
2018,Lynx rufus,Lynx,Animal part,GRC,CAN
2000,Lynx canadensis,Lynx,Unknown,GRC,CAN
2009,Puma concolor,Puma,Animal part,GTM,CAN
2009,Puma concolor,Puma,Animal part,GTM,CAN
2010,Puma concolor,Puma,Animal part,GTM,CAN
2017,Puma concolor,Puma,Animal part,HKG,CAN
1978,Lynx rufus,Lynx,Product,HKG,CAN
1979,Lynx canadensis,Lynx,Product,HKG,CAN
1980,Leopardus pardalis,Leopardus,Product,HKG,CAN
1980,Lynx canadensis,Lynx,Product,HKG,CAN
1982,Leopardus pardalis,Leopardus,Product,HKG,CAN
1984,Lynx canadensis,Lynx,Product,HKG,CAN
1984,Lynx rufus,Lynx,Product,HKG,CAN
1985,Lynx canadensis,Lynx,Product,HKG,CAN
1985,Lynx lynx,Lynx,Product,HKG,CAN
1985,Lynx rufus,Lynx,Product,HKG,CAN
1986,Lynx canadensis,Lynx,Product,HKG,CAN
1986,Lynx lynx,Lynx,Product,HKG,CAN
1986,Lynx rufus,Lynx,Product,HKG,CAN
1987,Lynx canadensis,Lynx,Product,HKG,CAN
1987,Lynx lynx,Lynx,Product,HKG,CAN
1987,Lynx rufus,Lynx,Product,HKG,CAN
1987,Lynx rufus,Lynx,Product,HKG,CAN
1988,Lynx lynx,Lynx,Product,HKG,CAN
1988,Lynx rufus,Lynx,Product,HKG,CAN
1989,Lynx canadensis,Lynx,Product,HKG,CAN
1989,Lynx rufus,Lynx,Product,HKG,CAN
1989,Lynx rufus,Lynx,Product,HKG,CAN
1990,Lynx canadensis,Lynx,Product,HKG,CAN
1990,Lynx canadensis,Lynx,Product,HKG,CAN
1990,Lynx lynx,Lynx,Product,HKG,CAN
1990,Lynx rufus,Lynx,Product,HKG,CAN
1990,Lynx rufus,Lynx,Product,HKG,CAN
1991,Lynx lynx,Lynx,Product,HKG,CAN
1992,Lynx lynx,Lynx,Product,HKG,CAN
1992,Lynx rufus,Lynx,Product,HKG,CAN
1993,Lynx rufus,Lynx,Product,HKG,CAN
1998,Lynx rufus,Lynx,Product,HKG,CAN
2006,Lynx canadensis,Lynx,Product,HKG,CAN
2006,Lynx rufus,Lynx,Product,HKG,CAN
2007,Lynx canadensis,Lynx,Product,HKG,CAN
2007,Lynx rufus,Lynx,Product,HKG,CAN
2007,Lynx rufus,Lynx,Product,HKG,CAN
2008,Lynx canadensis,Lynx,Product,HKG,CAN
2008,Lynx canadensis,Lynx,Product,HKG,CAN
2008,Lynx rufus,Lynx,Product,HKG,CAN
2009,Lynx rufus,Lynx,Product,HKG,CAN
2009,Lynx rufus,Lynx,Product,HKG,CAN
2010,Lynx canadensis,Lynx,Product,HKG,CAN
2010,Lynx rufus,Lynx,Product,HKG,CAN
2010,Lynx rufus,Lynx,Product,HKG,CAN
2011,Lynx canadensis,Lynx,Product,HKG,CAN
2011,Lynx rufus,Lynx,Product,HKG,CAN
2013,Lynx canadensis,Lynx,Product,HKG,CAN
2013,Lynx rufus,Lynx,Product,HKG,CAN
2013,Lynx rufus,Lynx,Product,HKG,CAN
2016,Lynx canadensis,Lynx,Product,HKG,CAN
2016,Lynx rufus,Lynx,Product,HKG,CAN
2017,Lynx canadensis,Lynx,Product,HKG,CAN
2017,Lynx rufus,Lynx,Product,HKG,CAN
1999,Lynx rufus,Lynx,Product,HKG,CAN
2006,Lynx canadensis,Lynx,Unknown,HKG,CAN
2011,Lynx canadensis,Lynx,Unknown,HKG,CAN
2015,Lynx rufus,Lynx,Unknown,HKG,CAN
2015,Puma concolor couguar,Puma,Unknown,HKG,CAN
2017,Panthera onca,Panthera,Live,HKG,CAN
2009,Lynx canadensis,Lynx,Animal part,HKG,CAN
2010,Lynx canadensis,Lynx,Animal part,HKG,CAN
2017,Lynx canadensis,Lynx,Animal part,HKG,CAN
1979,Lynx canadensis,Lynx,Animal part,HKG,CAN
1979,Lynx canadensis,Lynx,Animal part,HKG,CAN
1981,Lynx lynx,Lynx,Animal part,HKG,CAN
1982,Lynx canadensis,Lynx,Animal part,HKG,CAN
1982,Lynx lynx,Lynx,Animal part,HKG,CAN
1985,Puma concolor,Puma,Animal part,HKG,CAN
1986,Lynx canadensis,Lynx,Animal part,HKG,CAN
1986,Lynx canadensis,Lynx,Animal part,HKG,CAN
1986,Lynx canadensis,Lynx,Animal part,HKG,CAN
1986,Lynx rufus,Lynx,Animal part,HKG,CAN
1986,Lynx rufus,Lynx,Animal part,HKG,CAN
1987,Lynx canadensis,Lynx,Animal part,HKG,CAN
1987,Lynx rufus,Lynx,Animal part,HKG,CAN
1987,Lynx rufus,Lynx,Animal part,HKG,CAN
1988,Lynx canadensis,Lynx,Animal part,HKG,CAN
1988,Lynx rufus,Lynx,Animal part,HKG,CAN
1988,Lynx rufus,Lynx,Animal part,HKG,CAN
1989,Lynx rufus,Lynx,Animal part,HKG,CAN
1990,Lynx rufus,Lynx,Animal part,HKG,CAN
1990,Lynx rufus,Lynx,Animal part,HKG,CAN
1992,Lynx canadensis,Lynx,Animal part,HKG,CAN
1992,Lynx canadensis,Lynx,Animal part,HKG,CAN
1992,Lynx canadensis,Lynx,Animal part,HKG,CAN
1995,Lynx canadensis,Lynx,Animal part,HKG,CAN
1996,Lynx canadensis,Lynx,Animal part,HKG,CAN
1996,Lynx canadensis,Lynx,Animal part,HKG,CAN
1996,Lynx rufus,Lynx,Animal part,HKG,CAN
1996,Lynx rufus,Lynx,Animal part,HKG,CAN
1997,Lynx rufus,Lynx,Animal part,HKG,CAN
1998,Lynx canadensis,Lynx,Animal part,HKG,CAN
1998,Lynx rufus,Lynx,Animal part,HKG,CAN
1999,Lynx canadensis,Lynx,Animal part,HKG,CAN
1999,Lynx rufus,Lynx,Animal part,HKG,CAN
2000,Lynx canadensis,Lynx,Animal part,HKG,CAN
2000,Lynx rufus,Lynx,Animal part,HKG,CAN
2001,Lynx canadensis,Lynx,Animal part,HKG,CAN
2001,Lynx canadensis,Lynx,Animal part,HKG,CAN
2002,Lynx canadensis,Lynx,Animal part,HKG,CAN
2002,Lynx rufus,Lynx,Animal part,HKG,CAN
2002,Lynx rufus,Lynx,Animal part,HKG,CAN
2003,Lynx canadensis,Lynx,Animal part,HKG,CAN
2003,Lynx rufus,Lynx,Animal part,HKG,CAN
2003,Lynx rufus,Lynx,Animal part,HKG,CAN
2004,Lynx canadensis,Lynx,Animal part,HKG,CAN
2004,Lynx rufus,Lynx,Animal part,HKG,CAN
2004,Lynx rufus,Lynx,Animal part,HKG,CAN
2004,Lynx rufus,Lynx,Animal part,HKG,CAN
2005,Lynx canadensis,Lynx,Animal part,HKG,CAN
2005,Lynx rufus,Lynx,Animal part,HKG,CAN
2005,Lynx rufus,Lynx,Animal part,HKG,CAN
2006,Lynx canadensis,Lynx,Animal part,HKG,CAN
2006,Lynx rufus,Lynx,Animal part,HKG,CAN
2006,Lynx rufus,Lynx,Animal part,HKG,CAN
2006,Lynx rufus,Lynx,Animal part,HKG,CAN
2007,Panthera tigris,Panthera,Animal part,HKG,CAN
2007,Lynx canadensis,Lynx,Animal part,HKG,CAN
2007,Lynx rufus,Lynx,Animal part,HKG,CAN
2007,Lynx rufus,Lynx,Animal part,HKG,CAN
2007,Lynx rufus,Lynx,Animal part,HKG,CAN
2007,Puma concolor,Puma,Animal part,HKG,CAN
2008,Lynx canadensis,Lynx,Animal part,HKG,CAN
2008,Lynx canadensis,Lynx,Animal part,HKG,CAN
2008,Lynx canadensis,Lynx,Animal part,HKG,CAN
2008,Lynx rufus,Lynx,Animal part,HKG,CAN
2008,Lynx rufus,Lynx,Animal part,HKG,CAN
2008,Lynx rufus,Lynx,Animal part,HKG,CAN
2008,Puma concolor,Puma,Animal part,HKG,CAN
2009,Lynx canadensis,Lynx,Animal part,HKG,CAN
2009,Lynx canadensis,Lynx,Animal part,HKG,CAN
2009,Lynx canadensis,Lynx,Animal part,HKG,CAN
2009,Lynx rufus,Lynx,Animal part,HKG,CAN
2009,Lynx rufus,Lynx,Animal part,HKG,CAN
2009,Lynx rufus,Lynx,Animal part,HKG,CAN
2010,Lynx canadensis,Lynx,Animal part,HKG,CAN
2010,Lynx canadensis,Lynx,Animal part,HKG,CAN
2010,Lynx canadensis,Lynx,Animal part,HKG,CAN
2010,Lynx rufus,Lynx,Animal part,HKG,CAN
2010,Lynx rufus,Lynx,Animal part,HKG,CAN
2010,Lynx rufus,Lynx,Animal part,HKG,CAN
2011,Lynx canadensis,Lynx,Animal part,HKG,CAN
2011,Lynx rufus,Lynx,Animal part,HKG,CAN
2012,Lynx canadensis,Lynx,Animal part,HKG,CAN
2012,Lynx canadensis,Lynx,Animal part,HKG,CAN
2012,Lynx canadensis,Lynx,Animal part,HKG,CAN
2012,Lynx rufus,Lynx,Animal part,HKG,CAN
2012,Lynx rufus,Lynx,Animal part,HKG,CAN
2013,Lynx canadensis,Lynx,Animal part,HKG,CAN
2013,Lynx canadensis,Lynx,Animal part,HKG,CAN
2013,Lynx rufus,Lynx,Animal part,HKG,CAN
2013,Lynx rufus,Lynx,Animal part,HKG,CAN
2014,Lynx canadensis,Lynx,Animal part,HKG,CAN
2014,Lynx canadensis,Lynx,Animal part,HKG,CAN
2014,Lynx canadensis,Lynx,Animal part,HKG,CAN
2014,Lynx canadensis,Lynx,Animal part,HKG,CAN
2014,Lynx rufus,Lynx,Animal part,HKG,CAN
2014,Lynx rufus,Lynx,Animal part,HKG,CAN
2015,Lynx canadensis,Lynx,Animal part,HKG,CAN
2015,Lynx canadensis,Lynx,Animal part,HKG,CAN
2015,Lynx canadensis,Lynx,Animal part,HKG,CAN
2015,Lynx canadensis,Lynx,Animal part,HKG,CAN
2015,Lynx rufus,Lynx,Animal part,HKG,CAN
2017,Lynx canadensis,Lynx,Animal part,HKG,CAN
2017,Lynx canadensis,Lynx,Animal part,HKG,CAN
2017,Lynx rufus,Lynx,Animal part,HKG,CAN
2017,Puma concolor,Puma,Animal part,HKG,CAN
2017,Puma concolor,Puma,Animal part,HKG,CAN
2017,Lynx canadensis,Lynx,Animal part,HKG,CAN
2017,Lynx canadensis,Lynx,Animal part,HKG,CAN
2017,Lynx rufus,Lynx,Animal part,HKG,CAN
2017,Puma concolor,Puma,Animal part,HKG,CAN
2017,Puma concolor,Puma,Animal part,HKG,CAN
2001,Lynx rufus,Lynx,Animal part,HND,CAN
2013,Puma concolor,Puma,Animal part,HRV,CAN
2012,Lynx canadensis,Lynx,Animal part,HRV,CAN
2012,Lynx rufus,Lynx,Animal part,HRV,CAN
2012,Puma concolor,Puma,Animal part,HRV,CAN
2013,Puma concolor,Puma,Animal part,HRV,CAN
1996,Lynx rufus,Lynx,Product,HUN,CAN
2001,Prionailurus bengalensis,Prionailurus,Live,HUN,CAN
1979,Lynx rufus,Lynx,Animal part,HUN,CAN
1979,Puma concolor,Puma,Animal part,HUN,CAN
1993,Lynx rufus,Lynx,Animal part,HUN,CAN
1997,Lynx canadensis,Lynx,Animal part,HUN,CAN
2004,Lynx canadensis,Lynx,Animal part,HUN,CAN
2004,Lynx rufus,Lynx,Animal part,HUN,CAN
2004,Puma concolor,Puma,Animal part,HUN,CAN
2005,Puma concolor,Puma,Animal part,HUN,CAN
2006,Lynx canadensis,Lynx,Animal part,HUN,CAN
2007,Lynx rufus,Lynx,Animal part,HUN,CAN
2009,Puma concolor couguar,Puma,Animal part,HUN,CAN
2009,Puma concolor couguar,Puma,Animal part,HUN,CAN
2010,Panthera leo,Panthera,Animal part,HUN,CAN
2010,Puma concolor,Puma,Animal part,HUN,CAN
2010,Puma concolor,Puma,Animal part,HUN,CAN
2010,Puma concolor,Puma,Animal part,HUN,CAN
1996,Lynx canadensis,Lynx,Animal part,HUN,CAN
1997,Lynx canadensis,Lynx,Animal part,HUN,CAN
1998,Lynx canadensis,Lynx,Animal part,HUN,CAN
1998,Puma concolor,Puma,Animal part,HUN,CAN
2007,Lynx rufus,Lynx,Animal part,HUN,CAN
2009,Puma concolor couguar,Puma,Animal part,HUN,CAN
2010,Puma concolor,Puma,Animal part,HUN,CAN
2010,Puma concolor,Puma,Animal part,HUN,CAN
2006,Lynx canadensis,Lynx,Trophy,HUN,CAN
2018,Puma concolor,Puma,Trophy,HUN,CAN
1995,Lynx canadensis,Lynx,Animal part,IDN,CAN
1996,Panthera onca,Panthera,Animal part,IDN,CAN
2010,Acinonyx jubatus,Acinonyx,Live,IDN,CAN
2011,Acinonyx jubatus,Acinonyx,Live,IDN,CAN
2011,Panthera leo,Panthera,Live,IDN,CAN
2012,Panthera leo,Panthera,Live,IDN,CAN
2013,Acinonyx jubatus,Acinonyx,Live,IDN,CAN
1993,Lynx canadensis,Lynx,Animal part,IDN,CAN
1995,Lynx canadensis,Lynx,Animal part,IDN,CAN
1995,Lynx canadensis,Lynx,Animal part,IDN,CAN
2011,Panthera leo,Panthera,Unknown,IDN,CAN
1977,Lynx canadensis,Lynx,Product,IRL,CAN
1978,Leopardus pardalis,Leopardus,Product,IRL,CAN
1978,Lynx canadensis,Lynx,Product,IRL,CAN
1978,Lynx rufus,Lynx,Product,IRL,CAN
1979,Lynx canadensis,Lynx,Product,IRL,CAN
1979,Lynx rufus,Lynx,Product,IRL,CAN
1980,Lynx rufus,Lynx,Product,IRL,CAN
1988,Lynx rufus,Lynx,Product,IRL,CAN
1998,Lynx canadensis,Lynx,Product,IRL,CAN
2013,Lynx canadensis,Lynx,Product,IRL,CAN
1978,Lynx canadensis,Lynx,Animal part,IRL,CAN
1983,Puma concolor,Puma,Animal part,IRL,CAN
2007,Lynx canadensis,Lynx,Animal part,IRL,CAN
2009,Lynx rufus,Lynx,Animal part,IRL,CAN
2010,Lynx rufus,Lynx,Animal part,IRL,CAN
2005,Lynx canadensis,Lynx,Trophy,IRL,CAN
2005,Puma concolor,Puma,Animal part,ISR,CAN
1988,Lynx canadensis,Lynx,Product,ISR,CAN
2000,Lynx canadensis,Lynx,Unknown,ISR,CAN
2007,Leptailurus serval,Leptailurus,Live,ISR,CAN
2005,Lynx canadensis,Lynx,Animal part,ISR,CAN
2005,Puma concolor,Puma,Animal part,ISR,CAN
1985,Acinonyx jubatus,Acinonyx,Live,IND,CAN
1979,Lynx rufus,Lynx,Product,IRN,CAN
1980,Panthera leo,Panthera,Animal part,IRN,CAN
1988,Lynx canadensis,Lynx,Product,ISL,CAN
2009,Lynx rufus,Lynx,Product,ISL,CAN
2010,Lynx rufus,Lynx,Product,ISL,CAN
2001,Lynx canadensis,Lynx,Product,ISL,CAN
1988,Lynx canadensis,Lynx,Product,ISL,CAN
2000,Lynx canadensis,Lynx,Unknown,ISL,CAN
1999,Prionailurus bengalensis,Prionailurus,Live,ISL,CAN
2001,Felis hybrid,Felis,Live,ISL,CAN
1988,Lynx canadensis,Lynx,Animal part,ISL,CAN
2001,Lynx canadensis,Lynx,Animal part,ISL,CAN
2004,Lynx canadensis,Lynx,Animal part,ISL,CAN
2006,Lynx rufus,Lynx,Animal part,ISL,CAN
2007,Lynx canadensis,Lynx,Animal part,ISL,CAN
2007,Lynx rufus,Lynx,Animal part,ISL,CAN
2008,Lynx rufus,Lynx,Animal part,ISL,CAN
2009,Lynx canadensis,Lynx,Animal part,ISL,CAN
2009,Lynx canadensis,Lynx,Animal part,ISL,CAN
2009,Lynx rufus,Lynx,Animal part,ISL,CAN
2009,Lynx rufus,Lynx,Animal part,ISL,CAN
2010,Lynx canadensis,Lynx,Animal part,ISL,CAN
2010,Lynx rufus,Lynx,Animal part,ISL,CAN
1987,Puma concolor,Puma,Animal part,ITA,CAN
1988,Puma concolor,Puma,Animal part,ITA,CAN
1995,Puma concolor,Puma,Animal part,ITA,CAN
1996,Puma concolor,Puma,Animal part,ITA,CAN
1996,Puma concolor,Puma,Animal part,ITA,CAN
1999,Lynx canadensis,Lynx,Animal part,ITA,CAN
